Date,A,B,C,Total
2022-11-23,0.006092304345616251,0.005799711246796235,0.0036191545525510183,0.004907031652041427
2022-11-25,0.001621268685984445,-0.0007209283995469606,0.0033355524269309544,0.0019090657942124611
2022-11-28,-0.012425827921710764,-0.01817443598878321,-0.008401270660238769,-0.011796741476592376
2022-11-29,-0.0038290979000471514,-0.00025428629263635205,0.004224954728544894,0.0005862785123766923
2022-11-30,0.03425679223942124,0.03039811498073708,0.025697861012144996,0.029538706752583632
2022-12-01,-0.008481338756540446,0.004855079626665981,-0.0009055644964511833,-0.002259340332746551
2022-12-02,-0.003789980525238823,-0.0009386451829273001,0.004790424077806277,0.0007244919923252713
2022-12-05,-0.01698259321099016,-0.021219652471298756,-0.012191336736438463,-0.015669336256829314
2022-12-06,-0.01283694062815477,-0.015846629156977654,-0.007630484181040398,-0.011065291923423981
2022-12-07,-0.001372897903223258,0.001044915226300347,-0.004922014119025042,-0.002512733232009401
2022-12-08,0.009084573628788117,0.01039240307177458,0.01207352396242789,0.010732392213637088
2022-12-09,-0.005691143344080718,-0.00850739768707287,-0.007098770036344182,-0.006923639252123914
2022-12-12,0.01594007467579983,0.01599194238955559,0.01516961175386733,0.015595465862276336
2022-12-13,0.005372726051720678,0.012775452599589787,-0.0012215702534845718,0.003863872153577308
2022-12-14,-0.002405478053670418,-0.004760609205082367,-0.007207097724234668,-0.005099251583574715
2022-12-15,-0.025545196197812037,-0.02934503019889967,-0.023031953875334077,-0.0251880751514012
2022-12-16,-0.007662585085034035,-0.009574761720079539,-0.010301882728174228,-0.009270688232306368
2022-12-19,-0.008715532784177693,-0.00881512226809067,-0.005485877456033794,-0.007256307718893851
2022-12-20,0.0018593973272316155,0.00020912814759888043,0.005780831157097488,0.0033171499724165
2022-12-21,0.01527038848505824,0.019865910664022435,0.011223165567429083,0.014358395398072599
2022-12-22,-0.012721005919794193,-0.015034328072866976,-0.015254519705225733,-0.014364284706091857
2022-12-23,0.006279831294091043,0.004848347513014772,0.006046806945571248,0.005875569303483985
2022-12-27,-0.003260354149510536,-0.0011995154083053183,-0.00028476307264313494,-0.0014685028976815229
2022-12-28,-0.009956507319977992,-0.013175433947442583,-0.009077372460252309,-0.01022140367584723
2022-12-29,0.016404960629172738,0.018808563345516838,0.016231088877417754,0.016822665947839655
2022-12-30,-0.002472499744215706,-0.003248965472548826,-0.0005301348995416788,-0.0017415854174965828
2023-01-03,-0.0036787835276985703,-0.0004345842208475226,-0.0026490001066358237,-0.002533397926536951
2023-01-04,0.005398017853308845,0.015698857457627335,0.013838047011690113,0.011416026019849701
2023-01-05,-0.013089456861082982,-0.014903541324567282,-0.005442517520585444,-0.009943659263387361
2023-01-06,0.02457102083236995,0.026415743502261835,0.021834971570839246,0.02368701241012583
2023-01-09,-0.0021596894841723335,0.002657836836594374,-0.007104142736395147,-0.003442699669191862
2023-01-10,0.004892671950414096,0.007359847128113772,0.010485743309052387,0.007983792643022625
2023-01-11,0.013348895368186398,0.01290401529017271,0.006022008710052873,0.009874318801289972
2023-01-12,0.0018183518550056732,0.010470450939134457,0.005818298205535699,0.005471797034701353
2023-01-13,0.0016541093121298367,0.0034691832201272366,0.009086710722905567,0.005455078107305056
2023-01-17,-0.0007896309716792782,-0.007654454943565758,0.0009885593466514297,-0.001412739125726814
2023-01-18,-0.016040663991972903,-0.012505439114099293,-0.013782497546820816,-0.01425689171644462
2023-01-19,-0.007983581361493575,-0.010075728630253189,-0.005356460310667055,-0.007205509405933674
2023-01-20,0.017479667000730892,0.019505919462909027,0.011153437486728368,0.014968727085145073
2023-01-23,0.011014669868571358,0.01431416659643947,0.013616416053469305,0.01290873815102489
2023-01-24,-0.0008412605968062259,-0.0005257444586206361,0.0021830588301732234,0.0006233280916074779
2023-01-25,-0.00046517032408122105,-0.0012928875257467443,0.0025205133727419504,0.0007438175264447011
2023-01-26,0.010254847878771844,0.006607371044458299,0.010285812963919394,0.009505648734782879
2023-01-27,-1.5389598879367306e-05,0.0002923290429619474,-0.0007639808923166624,-0.00029869946134231107
2023-01-30,-0.01201096992689965,-0.012954759617321732,-0.007005687712794306,-0.0098854092769316
2023-01-31,0.01321838228472294,0.014063713025099123,0.013625641704409608,0.01358392995552804
2023-02-01,0.012941960049216439,0.012004098102408767,0.008431198469232681,0.010647213434201053
2023-02-02,0.01096623073964098,0.010187099051659931,-0.004087440308884416,0.003812863837233449
2023-02-03,-0.009238138887084801,-0.01599788930422319,-0.0010940017560696624,-0.006904804588747204
2023-02-06,-0.00310054496403811,-0.008274571031525735,-0.0019270303487061158,-0.0036328730630565964
2023-02-07,0.012321222443296698,0.011481180222997933,0.0049875141675346235,0.008742790271507594
2023-02-08,-0.013036450192710047,-0.01143685588206178,-0.014849771584446891,-0.013543054755156714
2023-02-09,-0.005334800290112129,-0.010230673211948482,-0.0033074173636929993,-0.005416875364502194
2023-02-10,-0.0008022870877608668,-0.00029722042530300197,-0.0031326029436860026,-0.0017763538405204393
2023-02-13,0.01292834227036277,0.011496049012977627,0.01429690036839859,0.013263982794088136
2023-02-14,-0.0017250346436776809,-0.0016198773830464752,0.002018461976520891,2.8883876819874033e-05
2023-02-15,-0.0004483675134894227,0.0028993453394705604,0.006904254514202179,0.0036522693524216887
2023-02-16,-0.014128678396687078,-0.018455314440962378,-0.01284062054784918,-0.014422898572636123
2023-02-17,-0.0032405521974313567,-0.0030258102579769908,0.0003193583756648799,-0.0015379047077980212
2023-02-21,-0.019405324202144913,-0.023678068168139443,-0.015328995850842242,-0.018380005140004263
2023-02-22,-0.0018172545019351505,-0.0013022070874290081,-0.0008170603905919283,-0.0012437862900988028
2023-02-23,0.003951281475820467,0.005635782722564153,0.0037906908611453627,0.004220041165124089
2023-02-24,-0.014012373341789619,-0.009171690823142842,-0.0032455128294113234,-0.007981488878100906
2023-02-27,0.002229407319634724,0.004294857858504031,0.008054536877980523,0.005391593560116981
2023-02-28,-0.0014987587188354246,-0.000579601020180398,-0.0003536272401560847,-0.0007710964417346755
2023-03-01,-0.004775121114041325,-0.0019457225480437046,0.0024602854775805927,-0.0007835410500088846
2023-03-02,0.012297419171876767,0.008826996798936282,0.004578907542021504,0.007936065328243425
2023-03-03,0.01660110444336005,0.01392128133206394,0.012484623640264036,0.014112128566394322
2023-03-06,0.005279929856913501,-0.0017347680254242714,-0.001786578728386945,0.0005203281776946511
2023-03-07,-0.013335293563064177,-0.016973137167685448,-0.013865249021122183,-0.014324689891863196
2023-03-08,0.001996718237812445,0.00639236123134479,-0.0014601306404499192,0.0012634251174123978
2023-03-09,-0.013389510886145484,-0.02093375761017302,-0.0177108828654714,-0.01695493859506958
2023-03-10,-0.011270946117518998,-0.01458727826510886,-0.01243644247806619,-0.012490849269983895
2023-03-13,0.003190920676120479,-0.002299512069579679,-0.005971820056372534,-0.0022158096626849755
2023-03-14,0.0189461615063109,0.013972258614912691,0.016316257795473632,0.016710113046740194
2023-03-15,-0.003019483503082676,-0.010411285731420472,-0.01620324817485186,-0.010666121156587383
2023-03-16,0.0162581061464524,0.018804763965760918,0.014253070531508039,0.01584271231079981
2023-03-17,-0.00544361136639071,-0.012112729042984216,-0.010490291800923313,-0.009134423285646398
2023-03-20,0.00858863523610176,0.008124169441076079,0.015579739535435788,0.011729327343830809
2023-03-21,0.009880473458442118,0.01078980379881811,0.014444168419223358,0.012183240771072912
2023-03-22,-0.011962112433285377,-0.019054291126019196,-0.012819553406595796,-0.013788270421558724
2023-03-23,0.007202551980478811,0.008986708714399327,0.00394272427994613,0.006040776850820384
2023-03-24,0.005369495060650431,0.0010828923740116014,0.00010547552512929492,0.002061511727099452
2023-03-27,-0.0011298597245686937,0.003104233548666624,0.0020267571332037715,0.001184032308139571
2023-03-28,-0.0032402223960782406,-0.0011757077722396314,0.0024085734986001306,-0.00020189370392165173
2023-03-29,0.00861980496883441,0.01589237723804926,0.011917934969950972,0.011615331391746642
2023-03-30,0.006401527746267899,0.007306738155538506,0.006793061452839311,0.0067663620608307
2023-03-31,0.014039942181697684,0.015618237535552026,0.011406057436877282,0.013131363798695617
2023-04-03,0.004431966057973025,0.0037414838450378074,0.00467540673379796,0.00440557454025603
2023-04-04,-0.0008400134716628482,-0.0068557170349758945,-0.010470784871384753,-0.006535043115801331
2023-04-05,-0.0002825192299551471,-0.006382228620770647,-0.001717195637368718,-0.002179162469476692
2023-04-06,0.00016212915781488313,0.0007266569848998206,-0.00323741085909679,-0.001300053763518716
2023-04-10,3.9422144596734654e-05,0.003679387783103172,0.0028337259898869593,0.002065653699168779
2023-04-11,-0.0013486511177378535,0.002439427218809742,0.001781625250753871,0.0008651932294807541
2023-04-12,-0.003323696878092419,-0.005206262296069131,-0.0034559164815688437,-0.0037655649827238458
2023-04-13,0.01636030477041661,0.012312988584109341,0.012829137238347776,0.013906426590432508
2023-04-14,-0.0014538508553543217,-0.007293236422488136,0.0007712316830563726,-0.00160053751370004
2023-04-17,0.002197530560476224,0.004100494192168069,0.0032836965629636783,0.0030830403342565482
2023-04-18,0.0011703376842002733,0.003766266132517515,0.0018183284382411458,0.001991938385559777
2023-04-19,-0.0016868151510118778,-0.00035749727777611984,-0.00170140852917966,-0.0014264356999207362
2023-04-20,-0.0006713947769650952,-0.005463392742381834,0.0011179069524864804,-0.0008051919504721283
2023-04-21,0.003574108435590251,0.0007631591770398405,-0.000624973567997289,0.001058992527141589
2023-04-24,0.0015157674272840982,0.00047818215010342335,-0.0003970134166088046,0.00042026390182847706
2023-04-25,-0.013997770074704152,-0.027437175677369585,-0.01310977803683444,-0.016276521304902314
2023-04-26,-0.00805540089497725,-0.01094944289080202,-0.013139412974763953,-0.01099355138847069
2023-04-27,0.019698636252283963,0.01632923665006647,0.017854733373716902,0.018175692117504694
2023-04-28,0.010582800036521567,0.013103185594802724,0.011620328157946336,0.011562284202564221
2023-05-01,0.0010942399579414452,-0.00026371458997687114,0.002234399633260109,0.0013547011690264732
2023-05-02,-0.011499144518238524,-0.011748400309076312,-0.005988364932474899,-0.008988471663083697
2023-05-03,-0.0023301370235180308,-0.009456476106608047,-0.01444609801290897,-0.009379341704976896
2023-05-04,-0.006578479889455258,-0.011965282922378306,-0.015430699935531145,-0.011743110167392379
2023-05-05,0.016819055291110496,0.015869445704788987,0.009960799231943485,0.0134647351680528
2023-05-08,0.00039120216565469157,0.00039251269218820717,0.005519141990893983,0.002751469640083215
2023-05-09,-0.004474568433088244,-0.0013833963237859237,-0.0036180858813534833,-0.00347049160424473
2023-05-10,0.0051561280466860815,0.0027803335294416254,0.0023523370011986344,0.0033934835572435595
2023-05-11,0.000608426229948611,-0.008190422136933995,-0.0013533520674231525,-0.002031375307410044
2023-05-12,-0.0008614550110396246,-0.0012965171780716656,-0.002888113666550618,-0.0018815591585111813
2023-05-15,0.0028984790320825127,0.005109891854390813,0.007911420791390844,0.005642176420419753
2023-05-16,-0.002924296483437283,-0.010341063682196117,-0.006723469735526955,-0.006132861725720584
2023-05-17,0.012824352831938501,0.017996565253709296,0.015587923682713667,0.015109569308886517
2023-05-18,0.010086671576035267,0.014871322098210626,0.013167397694478167,0.012445946082216608
2023-05-19,0.001496775175093168,-0.0032973888676722796,-0.0020359759703911795,-0.0010765083735796432
2023-05-22,-0.004321812691226112,0.0008871773190262111,-0.00876175201634366,-0.005351677266496768
2023-05-23,-0.009151141963399834,-0.011892870387435472,-0.016154099312909453,-0.0129132621940109
2023-05-24,-0.006091091246613667,-0.012568747017842496,-0.009345982790523566,-0.008861264046894912
2023-05-25,0.019119834907228128,0.006959221818745531,-0.002008138046666219,0.0070464524939135575
2023-05-26,0.02755743956838197,0.014472214003848016,0.005519099550421291,0.014976161106956543
2023-05-30,-0.0015638393019202779,0.00206157438116783,-0.008586780085728551,-0.0040121768268780444
2023-05-31,-0.0019139693523533285,-0.004359167857845625,-0.00411824213890688,-0.003384427253403266
2023-06-01,0.0073597847968063235,0.007456454640871524,0.010683670465751804,0.008866626965034374
2023-06-02,0.013303501211289648,0.017164836725912958,0.018544859446097295,0.01641482680371098
2023-06-05,-0.002441527065611293,-0.004305849047416488,0.004591727309753768,0.00035108004491357647
2023-06-06,-0.0008339066882121493,0.00323915508861905,0.004596535288021286,0.0024162360213662026
2023-06-07,-0.009096093676735695,0.001011170267991579,-0.007775633279712313,-0.0065129454592735
2023-06-08,0.010962279757143145,0.005992382588211109,0.004964963441873582,0.0072696237235796435
2023-06-09,0.003862504740691719,0.0018905953151180377,-0.004698497750532216,-0.0003851674217890677
2023-06-12,0.015247548552917767,0.012871523751370129,0.006747479225818198,0.010962886934740235
2023-06-13,0.0019200336478697455,0.012190463753574354,0.006579865682868391,0.0060413032471644534
2023-06-14,0.00585457007553325,0.0024634783967358853,-0.0033452645743765608,0.0010644015791754224
2023-06-15,0.011958973811959206,0.013117774866921339,0.015399579803552443,0.01372211800260903
2023-06-16,-0.006079855335496931,-0.0058105115932703955,-0.005900617939290309,-0.00594610001668161
2023-06-20,-0.0015305455508092258,-0.013280786628115382,-0.003775547089501674,-0.004880951592863947
2023-06-21,-0.006580185828308771,-0.008185006492898994,0.0008643035032542823,-0.0035756846488492755
2023-06-22,0.004740654386901966,-0.0032260834775036384,0.0057171943096983036,0.0036062233310139025
2023-06-23,-0.005522047261096619,-0.006630748594507296,-0.00992415166472227,-0.007717047196934668
2023-06-26,-0.007166089192718217,0.003496966170981608,0.0009764335039177396,-0.001423809846888724
2023-06-27,0.013679420415492416,0.011757335516568546,0.005799310508301403,0.00975957778417702
2023-06-28,-0.002939378637089929,0.0011046027695746918,-0.008119265537925635,-0.004458770037320092
2023-06-29,0.006347609024843548,0.005837512803406275,0.004012514305377302,0.005204973771169685
2023-06-30,0.011770318485398334,0.009405443193370555,0.011386234343995438,0.011129094293397701
2023-07-03,-2.8342029726791118e-05,0.0003117206076230783,0.0016930984754377487,0.0008060755409118325
2023-07-05,0.0005561882802616047,-0.004476780519586998,-0.009277446637928621,-0.004827106536292924
2023-07-06,-0.008397708988964192,-0.012011934019829806,-0.01139181151479729,-0.010444040799288623
2023-07-07,-0.007776166939919782,-0.0013832746738906554,-0.004682398548986555,-0.005137520093700054
2023-07-10,0.007548620520823501,0.013757767892338624,0.017417661418643204,0.013162271592101593
2023-07-11,0.0044718267125996025,0.004781324231184714,0.010489197132598882,0.00721449035209254
2023-07-12,0.008966106827757336,0.009273070162978403,0.0002759630641400168,0.005142505453534563
2023-07-13,0.004717315981572767,0.00781911182844408,0.008667322543924216,0.007092703661051747
2023-07-14,0.005632331142930269,-0.00362273067007457,0.006000729828081752,0.003950373464195023
2023-07-17,0.006160287475247106,0.0029226195053517756,0.013648285523232717,0.008862333557631441
2023-07-18,0.0045400089939240384,0.008910474686227188,0.006501411808110813,0.0062799235809356535
2023-07-19,0.001714415502628519,0.001723379604664954,-0.005179522907860945,-0.0013768685665710434
2023-07-20,-0.004549385578409115,-0.006771558674735223,0.0010441709708535196,-0.0024891461662536196
2023-07-21,0.0025491627068141565,0.005742476152257314,0.0033181556702439607,0.0035234088324187507
2023-07-24,0.006914887074118914,0.0017719088701959596,-0.002287832449081484,0.0017721710833085158
2023-07-25,0.0031724048118140225,0.0033727630657467422,0.005217726973038239,0.004125476320107513
2023-07-26,-0.0044521025753960775,0.0021255670997633036,0.0007908349734255804,-0.0008097216383931016
2023-07-27,-0.004266748042121349,-0.013110583643434093,0.005693486065438513,-0.0015568299474366665
2023-07-28,0.009170063958755525,0.010353063763615777,0.008895678455695277,0.009277750388788641
2023-07-31,0.00043526367699198154,0.006208871975333041,-0.004023495020011314,-0.0004444172360966725
2023-08-01,0.0008969772742304372,0.0026768121226057318,-0.006661983259719895,-0.002148319421134137
2023-08-02,-0.013494211420062352,-0.016871678577455085,-0.010065927605576785,-0.012629998847888069
2023-08-03,-0.0014760408918773615,-0.00989518601042294,-0.0025782917236200076,-0.0036311376389187577
2023-08-04,-0.004560963829986053,-0.0030748208819324496,0.01739297526360639,0.005585479708434482
2023-08-07,0.012202166153058025,0.010672940911068629,0.025844292920400136,0.018100834223977014
2023-08-08,0.0053922920593239,-0.005090396318391144,-0.005952041331577562,-0.001821486762856539
2023-08-09,-0.009846939066345262,-0.003966435863155482,-0.003132738379759581,-0.005656311661299096
2023-08-10,-0.00016251592654714653,0.003912870541342706,0.0033767446860888395,0.0022395130793215756
2023-08-11,-0.0014175058420022868,-0.003032717610522928,-0.0023090302785164774,-0.0021369293767999897
2023-08-14,0.010464856238553644,0.00544867001836713,0.003987595355841478,0.006535685953712678
2023-08-15,-0.007228241812096692,-0.011129596418305243,-0.009538711316725346,-0.009033436976717213
2023-08-16,-0.0052926063152410885,-0.009399451863324693,-0.004995119169628914,-0.005946095288420383
2023-08-17,-0.00881478819936421,-0.006844966957785803,-0.013577173063239356,-0.010611030619909978
2023-08-18,-0.00017304702147113993,0.0012086045675512302,-0.00269844227356153,-0.0010565479485799
2023-08-21,0.011338593417783649,0.0013493416727601293,0.006448493406352895,0.007192842714786041
2023-08-22,-0.0033700308922465227,0.001623668441602888,-0.0008662663301267637,-0.0012770844462958175
2023-08-23,0.012561083811872376,0.009679409150951335,0.007524071836694235,0.00972020995302314
2023-08-24,-0.014356412757858483,-0.018984485349008096,-0.014804363362289297,-0.015448332776818452
2023-08-25,0.0071612090169417275,0.013739177236213207,0.005196978874626668,0.00752952923299155
2023-08-28,0.005950545714785704,0.005856553786788288,0.007100538982497406,0.006452665440801475
2023-08-29,0.014379102773117491,0.014536417981100946,0.0113376022074001,0.01303261722011495
2023-08-30,0.0028081750204511646,0.003642890618737127,0.004979721060286879,0.003950380505279849
2023-08-31,0.007125910813697844,-0.0037780292845003283,-0.005961666399683763,-0.0008954030869703367
2023-09-01,-0.005042238130210541,0.0061967915289735664,0.004361983511080858,0.0013496013423432984
2023-09-05,-0.002039307003836144,-0.005451897738627198,-0.0016507712081470505,-0.002522723104242064
2023-09-06,-0.0027291574997522217,-0.0049217406435829725,-0.0044014448320768285,-0.003906770663200554
2023-09-07,0.0009182100591560438,-0.004876602425292198,-0.003673146092422197,-0.0022695065246544077
2023-09-08,0.0027812596786271904,-0.0022351245240903594,0.002378164060039323,0.0016374003818122596
2023-09-11,0.007506291621246497,0.004260008680199157,0.006284994033877611,0.006334939329719624
2023-09-12,-0.0076397388453438575,-0.008316999038047168,-0.002851170526840696,-0.005607919718510157
2023-09-13,0.004348560240103216,-0.0026401566865398296,-0.005535180463031697,-0.0014528298002373097
2023-09-14,0.0056906235902334235,0.00888670504059319,0.012095549797423555,0.009184098960711262
2023-09-15,-0.016741707021249774,-0.012077990295622842,-0.012572478352610994,-0.013971923837600153
2023-09-18,0.0007729006287680029,-0.002200541980226567,0.003356079267748724,0.001376487408734084
2023-09-19,0.0005815692024098151,-0.0034495140588112205,-0.00539295334646217,-0.0028919592742229216
2023-09-20,-0.009678751082296322,-0.006820211932115683,-0.008048333226845172,-0.008399705603055585
2023-09-21,-0.018930391369681554,-0.019169533714209375,-0.011796833061360257,-0.01574760926530827
2023-09-22,0.00208640783849523,-0.003208569434186792,0.001672978001385772,0.0008974356721829224
